Job Title,Company,Location,Description
Senior DevOps Engineer,Divya Staffing Solution,Bhubaneswar,"We are looking for a creative senior DevOps engineer to manage the transition between project planning and software deployment. In this role, your duties will include supervising junior developers, developing software and configuring systems, and performing diagnostic tests throughout the stages of development. You will also be required to forecast project duration and cost.
Responsibilities:Consulting with management on the operational requirements of software solutions.Contributing expertise on information system options, risk, and operational impact.Mentoring junior software developers in gaining experience and assuming DevOps responsibilities.Managing the installation and configuration of solutions.Collaborating with developers on software requirements, as well as interpreting test stage data.Developing interface simulators and designing automated module deployments.Other DetailsSalary-48,000/- to 75,000/-Required Experience-0 To 4Minimum Age-18
DevOps Engineer Requirements:Qualification Required-Diploma,B.tech,M.tech,Bachelor's degree in software engineering, computer science, information technology, information systems, or similar.Master's degree in a related field preferred.Work Department-software developer,maintenance,programming,Python,Java,scriptsWork Industry-IT,Skills-Demonstrated experience using a wide variety of coding languages.for more clarification contact to this number-hidden_mobile
Also Send Your CV hidden_email
RegardsHR Placement Team"
Home Automation Engineer,Usam Concepts Pvt Ltd,Jaipur,"Company Description

we suggest you enter details here

Role Description

This is a full-time on-site role for a Home Automation Engineer located in Jaipur. The Home Automation Engineer will be responsible for designing, implementing, and maintaining home automation systems, including smart home devices and integration with IoT technologies.

Qualifications
 Proficiency in programming languages such as Python, Java, or C++
 Experience with home automation protocols and technologies (e.g., Zigbee, Z-Wave, MQTT)
 Strong knowledge of IoT concepts and technologies
 Familiarity with smart home devices and platforms
 Ability to design, deploy, and troubleshoot home automation systems,"
Senior Software Engineer,Bot Consulting,Jaipur,"We're Hiring! Senior Software Engineer | Jaipur (Work From Office) 

 Calling All Senior Software Engineers! Join Us in Jaipur! 

Ready to put your skills to work in a role thats challenging, collaborative, and growth-focused  Were hiring a Senior Software Engineer to join us onsite in Jaipur! If youre passionate about creating impact with code and thrive in a dynamic environment, this might be your next big move.

The Ideal You:

 5+ years of experience building, testing, deploying, and maintaining production systems

 Skilled in Python (Django), TypeScript, Golang, Rust, or similar languages

 Strong with UNIX-like systems, container runtimes, cloud infrastructure, data structures, and CI/CD (AWS is preferable)

 An effective communicator (in English) who bridges technical and non-technical ideas with ease

 A continuous learnercurious, adaptable, and ready to take on new challenges
 If you're excited about working in a close-knit, innovative team in Jaipur, this is your chance! Drop a comment or send me a DM to start a conversation. Lets build the future together! 

#hiring #softwareengineer #JaipurJobs #techcareers

 Email: hidden_email,"
Azure Data Engineer  Immediate Joiner,Durapid Technologies Private Limited,Jaipur,"Job Opportunity: Azure Data Engineer

Location: Jaipur or Remote

Experience: 3 to 5 years

Skills Required: Azure Data Services (e.g., Azure Data Factory, Azure SQL), SQL, Python, Pysaprk, ETL Processes, Data Warehousing, Big Data Tools (e.g., Spark, Databricks)

We are seeking an experienced Azure Data Engineer to join our team! If you have expertise in Azure data services, data engineering, and optimizing data workflows in cloud environments, wed love to hear from you.

How to Apply:

DM or comment below if interested, or send your CV directly to hidden_email

#microsoft

#azure

#databricks

#dataengineer

#python

#pyspark

#datalake

#sql,"
Academic Content Writer Internship,Eusmilus Private Limited,Jaipur,"Company Description

Eusmilus Private Limited is a vibrant IT company based in Jaipur, focusing on diverse technical projects such as Java, Networking, Cyber Security, and database design. In addition to technical expertise, we provide academic support tailored to various educational needs. Our team comprises experts in Technical Research, Subject Matter Expertise, Networking and Security, Python Development, Web Development, and Marketing, dedicated to delivering quality services and solutions.

Role Description

This is an on-site Academic Content Writer Internship role at Eusmilus Private Limited in Jaipur. The role involves tasks such as web content writing, content strategy development, research, writing, proofreading, and ensuring high-quality academic content delivery.

Qualifications
 Web Content Writing and Writing skills
 Research and Proofreading skills
 Ability to develop content strategies
 Excellent written and verbal communication skills
 Pursuing or completed degree in English, Journalism, Communications, or related field
 Passion for academic writing and content creation,"
AI/ML Engineer,Nlineaxis IT Solutions Pvt Ltd,Jaipur,"AI/ML Engineer

Location - Jaipur

Exp - 4-5 yr

We are looking for a skilled and experienced AI/ML Engineer with expertise in Generative AI, Python, and cloud technologies (Azure, AWS). The ideal candidate will design, develop, and deploy machine learning models, focusing on generative models and AI-driven applications. This role involves working with cross-functional teams to build scalable AI solutions on cloud platforms, while optimizing model performance and cost-efficiency.

Key Responsibilities:

Design, develop, and deploy AI/ML models, specializing in Generative AI for use cases like natural language processing (NLP), computer vision, and other AI-driven applications.

Build and maintain scalable data pipelines and AI workflows, integrating with cloud platforms (Azure, AWS).

Implement cloud-native solutions for training, testing, and deploying AI models on AWS (e.g., SageMaker, Lambda, EC2) and Azure (e.g., Azure ML, Blob Storage, Databricks).

Optimize AI models for performance, scalability, and cost-efficiency in cloud environments.

Collaborate with data scientists, engineers, and product teams to understand requirements and deliver AI solutions aligned with business needs.

Monitor and fine-tune AI models for accuracy, reliability, and robustness, applying best practices in AI model lifecycle management.

Stay informed on the latest advancements in Generative AI, machine learning, and cloud computing, recommending innovative solutions to improve AI infrastructure.

Perform data preprocessing, feature engineering, and model evaluation using Python and relevant AI/ML libraries.

Implement CI/CD pipelines for deploying AI models in production, ensuring smooth integration with existing applications.

Mentor junior team members and contribute to knowledge-sharing within the team.

Shaily Pareek

hidden_email,"
Executive - Assurance - TMT - ASU - AUDIT - AUDIT SERVICES - Jaipur,EY,Jaipur,"Requisition id - hidden_mobile

As a global leader in assurance, tax, transaction and advisory services, we hire and develop the most passionate people in their field to help build a better working world. This starts with a culture that believes in giving you the training, opportunities and creative freedom. At EY, we don't just focus on who you are now, but who you can become. We believe that its your career and Its yours to build which means potential here is limitless and we'll provide you with motivating and fulfilling experiences throughout your career to help you on the path to becoming your best professional self.

The opportunity : Executive-TMT-Assurance-ASU - AUDIT - AUDIT SERVICES - Jaipur

TMT :

Industry convergence offers TMT (Technology, Media & Entertainment, and Telecommunications) organizations the chance to evolve and transform, but it also presents challenges around competitiveness and delivering agile corporate strategies for growth.

We help TMT companies create compelling employee and customer experiences, retaining skills and talent while achieving enterprise-wide operational excellence. We help them guard their data, brand and reputation. We also enable the pursuit of M&A strategies that methodically create value, reduce risk and transform TMT companies into powerhouses that will lead the technology revolution of the future  building a better working world for all.

ASU - AUDIT - AUDIT SERVICES :

Assurances purpose is to inspire confidence and trust to enable a complex world to work. We do so by protecting and serving the public interest, promoting transparency, supporting investor confidence and economic growth and fostering talent to provide future business leaders. We help clients by:

1) Ensuring their accounts comply with the requisite audit standards

2) Providing a robust and clear perspective to audit committees and

3) Providing critical information for stakeholders.

Our Service Offerings include External Audit, Financial Accounting Advisory Services (FAAS), IFRS & US GAAP conversion, IPO and other public offering, Corporate Treasury - IFRS 9 accounting & implementation support etc.

Your key responsibilities

Technical Excellence

Your key responsibilities
 To carry out operational, financial, process and Systems audits designed to review and appraise its activities, systems, and controls, which includes:
 Identifying accounting & auditing issues; discuss with audit in-charge to solve issues that arise,
 To carry out substantive testing of appliances in accordance with the audit plan formulated & appropriately document all work performed,
 Identifying improvements to control systems and procedures
 Presenting audit reports clearly highlighting key audit recommendations to management,
 Assist the seniors in reviewing & checking the financial statements & preparation of the audit report, management comment letter & management representation letter

Skills and attributes for success
 Must have strong knowledge of auditing & accounting standards,
 Should have handled statutory audit assignments earlier,
 Ability to prioritize work on multiple assignments & manage ambiguity,
 Strong verbal and communication skills,
 Clarity of thoughts and assertive,
 Effectiveness and creativity of written expression - logical, readability and conciseness,
 Ability to meet deadlines.
 Audit Analytics
 Sector specific analytics (Advanced/Custom analytics)
 Visualization
 Automated analytics model development for statutory audit enablements
 Data extraction from Client ERPs
 Design, review and rectify algorithms, systems and processes to analyze client data, as well as implement them in the appropriate tools and technologies
 Hands on experience in analytics in financial reporting
 Hands on experience in Machine Learning using R or Python with strong statistical background is a must
 Knowledge of databases, ETL, and hands on experience / theoretical knowledge in SQL
 Experience in any of the visualization tools like Tableau, Spotfire, Qlikview, etc.
 Knowledge and experience in ERP such as SAP and / or Oracle and data extraction
 Proficiency in MS Office Suite (advanced Excel skills & Macros)
 Experience in NLP/ Web Scraping/ Log Analytics/ TensorFlow/ AI / Beautiful Soup
 Experience in Iron Python/JavaScript

Skills and attributes

To qualify for the role you must have

Qualification

BE/ B.Tech,, or MSC in Computer Science/Statistics or M.C.A

Experience

3 - 6 years of relevant experience

What we look for

People with the ability to work in a collaborative manner to provide services across multiple client departments while following the commercial and legal requirements. You will need a practical approach to solving issues and complex problems with the ability to deliver insightful and practical solutions. We look for people who are agile, curious, mindful and able to sustain postivie energy, while being adaptable and creative in their approach.

What we offer

With more than 200,000 clients, 300,000 people globally and 33,000 people in India, EY has become the strongest brand and the most attractive employer in our field, with market-leading growth over compete. Our people work side-by-side with market-leading entrepreneurs, game- changers, disruptors and visionaries. As an organisation, we are investing more time, technology and money, than ever before in skills and learning for our people. At EY, you will have a personalized Career Journey and also the chance to tap into the resources of our career frameworks to better know about your roles, skills and opportunities.

EY is equally committed to being an inclusive employer and we strive to achieve the right balance for our people - enabling us to deliver excellent client service whilst allowing our people to build their career as well as focus on their wellbeing.

If you can confidently demonstrate that you meet the criteria above, please contact us as soon as possible.

Join us in building a better working world. Apply now.,"
Artificial Intelligence Engineer,Synthetico,Jaipur,"Company Description

Synthetico is a company dedicated to assisting businesses in leveraging artificial intelligence to drive transformation and innovation. Based in Jaipur, Synthetico specializes in developing cutting-edge AI solutions to meet the evolving needs of various industries.

Role Description

This is a full-time on-site role for an Artificial Intelligence Engineer at Synthetico in Jaipur. The AI Engineer will be responsible for tasks such as pattern recognition, neural networks development, software development, and natural language processing (NLP) to create advanced AI solutions for our clients.

Qualifications
 Strong background in Computer Science and Software Development
 Experience with Pattern Recognition and Neural Networks
 Proficiency in Python Language
 Ability to design and implement AI algorithms and models with Chat GPT
 Excellent problem-solving and analytical skills
 Experience with machine learning frameworks and libraries
 Knowledge of deep learning and data mining techniques
 Master's or Ph.D. in Computer Science, Artificial Intelligence, or related field,"
AI/ML Associate Architect,PSI India,Jaipur,"ID: 265 | 8-10 yrs | Jaipur | careers

Job Title: Associate AI Architect

Reports to: AI Architect

Location: Jaipur

Job Type: Full-time

About Us:

We are seeking an experienced Associate AI Architect to support our AI Architect on presales, architecture, and solution design. The ideal candidate should have a strong understanding of AI technologies and be able to collaborate effectively with cross-functional teams.

Basic Responsibilities ( Must-Haves):

Assist the AI Architect in developing and maintaining technical solutions for clients, leveraging expertise in:
 MLOPS (Machine Learning Operations): design, implement, and manage end-to-end machine learning workflows
 Model Development: build, train, and deploy classification models to predict categorical outcomes
 Regression Models: develop and fine-tune regression models for prediction of continuous variables
 Generative AI (GEN AI): design and implement generative AI models, such as text or image generators
 Large Language Models (LLMs): fine-tune pre-trained LLMs for downstream tasks, such as classification, question answering, or language translation
 Hyperparameter Tuning: optimize model hyperparameters to improve performance and efficiency

Provide input on presales activities, including RFP responses and sales proposals

Collaborate with development teams to design and implement AI-powered solutions for clients

Preferred Responsibilities (Nice-to-Haves):

Participate in the design and implementation of AI-powered solutions for clients

Develop and maintain technical documentation, including architecture diagrams and solution designs

Collaborate with sales teams to identify new business opportunities and develop go-to-market strategies

Provide training and support to internal stakeholders on AI technologies and solutions

Any Other Responsibilities:

Participate in the development of proof-of-concepts (POCs) and pilot projects to demonstrate AI-powered solutions

Collaborate with data science teams to design and implement machine learning models and algorithms

Key Responsibilities:

1. Presales Support: Provide input on presales activities, including RFP responses and sales proposals.

2. Solution Design: Collaborate with development teams to design and implement AI-powered solutions for clients.

3. Technical Documentation: Develop and maintain technical documentation, including architecture diagrams and solution designs.

Requirements:

1. Bachelors or masters degree in Computer Science, Data Science, or related field.

2. 3-5 years of experience in a similar role, with a strong focus on AI technologies.

3. Proficiency in Python for data processing and machine learning tasks.

4. Strong understanding of AI technologies, including machine learning, NLP, computer vision, and large language models.

5. Experience working with cloud platforms, such as AWS or Google Cloud.

Nice-to-Haves:

1. Certification in a specific AI technology, such as TensorFlow or Py-Torch.

2. Experience working with large datasets and data processing tools, such as Spark or Hadoop.

3. Familiarity with Agile development methodologies and version control systems, such as Git.

4. Strong communication and collaboration skills, with the ability to work effectively in a team environment.,"
AI /ML Engineer,Dotsquares,Jaipur,"2-3 years of hands-on experience in AI model development and deployment.

Proficiency in programming languages such as Python

Experience with AI frameworks and libraries (e.g., TensorFlow, PyTorch, Keras).

Strong understanding of machine learning algorithms, neural networks, and deep learning techniques.

Familiarity with cloud platforms (e.g., AWS, GCP, Azure) must

Strong communication skills and the ability to work collaboratively in a team environment.

Understands NLP. Perform data preprocessing, text mining, and feature extraction to ensure robust NLP solutions.

Evaluate and optimize NLP models for performance, accuracy, and scalability.,"
AI based SW algorithm engineer,Hero Moto Corp,Jaipur,"Date: 28 Jun 2024

Location: Jaipur, RJ, IN, 302028

Company: Hero Motocorp

Function

Research & Development - Jaipur


E4 to M2

Role

AI based SW algorithm engineer

A purpose driven role for you

The Role consist in developing AI based sw algorithm.

o To work together with Architects, Requirements Engineers and Safety Engineers in software projects

o To design, develop, implement AI algorithms in an embedded/cloud environment

o To work out a AI concept and support with SW architecture and detailed design for next-generation of

vehicles

A Day in the life

~AI algorithm development

Perform data transformations on data collected from simulation

software or on live vehicle.

Develop AI algorithm requirement for vehicle management

Develop deep learning application

Develop signal processing, Sensor fusion, sensor virtualisation and

processing strategy and algorithm

Definition of interfaces, efficient implementation and integration of

algorithms

Benchmark and develop proto SW

Exploring new technologies for autonomous application (ARAS at

different level)

Build algorithms based on statistical modelling procedures and build

and maintain scalable machine learning solutions

Use data modelling and evaluation strategy to find patterns and

predict unseen instances

Analyse large, complex datasets to extract insights and decide on

the appropriate technique

~System test for AI validation

Testing, fault finding, and fixing.

Creating technical specifications and test plans.

Maintaining systems by monitoring and correcting software defects.

Execute test case and reporting

Academic Qualification & Experience

BTech/MTech in Electronics/Electrical, Computer Science or equivalent. Advanced Qualifications are an advantage.

Technical Skills/Knowledge

Extensive knowledge in SW requirement definition

Knowledge in EV vehicle

Knowledge of EV systems and architectures

Knowledge in development and testing

Extensive knowledge in problem solving

Extensive knowledge in ML application

Experience in image recognition and NLP

Extensive knowledge of C, C++, Python

Knowledge of main automotive process

Experience in ADAS/ARAS development fields

Strong math/statistic fundamentals

Experience in the field of system test development, and deployment

of high volume applications.

Experience in working under time constraint and under pressure

Experience in deep/machine learning algorithm

Experience with main tool for machine learning development (ex.

Tensorflow)

Understanding of CMS and big data Analysis

Behavioural Skills

Ability to communicate well through writing and be able to create

flowcharts and diagrams

Experience in working under time constraint and under pressure

Innovative thinking, leadership skills, intercultural skills

Excellent communication and intercultural skills

What will it be like to work for Hero

As the worlds largest manufacturer of motorcycles and scooters for the last 22 years, Hero is where you will get to work with the brightest innovators, passionate about being the best in what they do. You will become a part of Indias proudest legacy, a brand that is celebrated by 110 million Indians and is now taking over the world with its manufacturing superpower. If you are someone who dreams big and goes after their dreams with absolute conviction, Hero is your place to be. At Hero, we are building a cutting-edge future of mobility, pushing frontiers of innovation and aiming for the very best. Choose to be with the best, choose to be your best.

About Hero

Headquartered in New Delhi (India), Hero MotoCorp is the world's largest manufacturer of motorcycles and scooters for 22 consecutive years. We are at the forefront of developing modern, technologically superior and eco-friendly mobility solutions for its millions of customers around the world. Hero MotoCorp has rapidly transformed into a true multinational organization with a presence in 47 countries across Asia, Africa, Latin America and the Middle East. We have achieved the coveted milestone of 110 million cumulative production and sales since inception. Aligned with its Vision Be the Future of Mobility, Hero MotoCorp plans to achieve its next 100 million sales by 2030. We have a globally benchmarked manufacturing and Research & Development (R&D) ecosystem that is spread across global geographies. Its R&D facilities are located in India and Germany - the Centre of Innovation and Technology (CIT) at Jaipur, India, and the Tech Centre Germany (TCG), near Munich. Hero MotoCorps eight green manufacturing facilities are spread across India (6), Colombia (1) and Bangladesh (1). Hero MotoCorp is the pre-eminent leader in the Indian two-wheeler market. It is the only motorcycle manufacturing company listed in Dow Jones Sustainability Index. In 2022, Hero MotoCorp launched a separate brand for emerging mobility solutions, including Electric Vehicles (EV) - VIDA, Powered by Hero. VIDA has commenced sales of VIDA V1  its first EV  in India and plans to launch the product in global markets. We are one of the largest global corporate promoters of multiple sporting disciplines. Hero is globally associated with golf, football, field hockey, cricket and motorsports. Hero MotoSports Team Rally is one of Indias flag-bearers in global rally racing. The iconic golfer Tiger Woods is Hero MotoCorps Global Corporate Partner. Read more about us. Be with the best. Be your best. Catch-up on all our latest openings. Recruitment assessments  We at Hero are equal opportunity employer and committed to a policy of treating all its employees and job applications equally. Some of our roles use assessments to help us understand how suitable you are for the role you've applied to. If you are invited to take an assessment, this is great news. It means your application has progressed to an important stage of our recruitment process.

Job Details- For internal use only

Job Segment: R&D Engineer, R&D, Testing, Cloud, Embedded, Engineering, Research, Technology

,"
Cloud Solutions Expert / Cloud Engineer,Metadrob,Jaipur,"About Company

Metadrob is a Web 3.0 SaaS based product company enables online retailers to create their 3D virtual stores with an immersive and interactive shopping experience by the power of AR/VR, Metaverse, and AI.

Job Summary:

We are looking for a talented Cloud Developer to join our team. The ideal candidate will have a strong background in cloud computing technologies and experience in designing, developing, and deploying cloud-based applications and services. You will play a key role in building scalable, secure, and high-performance solutions that leverage cloud infrastructure to meet business needs.

Key Responsibilities:

1. Cloud Application Development:
 Design, develop, and deploy cloud-based applications and services on platforms such as AWS, Azure, or Google Cloud.
 Implement scalable and reliable architectures to support application performance and growth.

2. Cloud Infrastructure Management:
 Create and manage cloud resources including compute, storage, networking, and databases.
 Utilize Infrastructure as Code (IaC) tools to automate the provisioning and management of cloud resources.

3. Performance Optimization:
 Monitor and optimize cloud infrastructure for performance, cost, and efficiency.
 Implement best practices for cloud resource management and cost control.

4. Security and Compliance:
 Ensure cloud solutions are designed with security best practices and compliance requirements in mind.
 Implement access controls, encryption, and monitoring to protect sensitive data.

5. CI/CD Integration:
 Develop and maintain Continuous Integration/Continuous Deployment (CI/CD) pipelines to automate application delivery and updates.
 Utilize tools such as Jenkins, GitLab CI, AWS Code Pipeline, or similar for efficient and reliable deployments.

6. Collaboration and Support:
 Work closely with development teams, DevOps, and other stakeholders to gather requirements and provide cloud-based solutions.
 Troubleshoot and resolve issues related to cloud infrastructure, applications, and services.

7. Documentation and Training:
 Create and maintain documentation for cloud architecture, processes, and configurations.
 Provide training and support to team members and stakeholders on cloud technologies and best practices.

Qualifications:
 Bachelors degree in Computer Science, Information Technology, or a related field, or equivalent work experience.
 Proven experience in cloud development with a strong understanding of cloud platforms (e.g., AWS, Azure, Google Cloud).
 Experience with cloud infrastructure services, including compute, storage, networking, and databases.
 Proficiency in scripting languages (e.g., Python, Bash) and Infrastructure as Code (IaC) tools (e.g., Terraform, AWS CloudFormation).
 Knowledge of CI/CD practices and tools (e.g., Jenkins, GitLab CI, AWS Code Pipeline).
 Strong problem-solving skills and ability to work independently and collaboratively.

Preferred Skills:
 Cloud certifications (e.g., AWS Certified Solutions Architect, Azure Developer Associate, Google Professional Cloud Developer) are a plus.
 2-4 years experience with containerization and orchestration technologies (e.g., Docker, Kubernetes).
 Familiarity with monitoring and logging tools (e.g., AWS CloudWatch, ELK Stack).
 Understanding of network protocols, security best practices, and performance tuning.,"
Full Stack Faculty,CollegeDekho,Jaipur,"Company Description

CollegeDekho, founded in 2015, is a platform that connects prospective students with colleges using proprietary technology and AI-based chatbot. The platform has guided over 85 lakh students and facilitated 1.3 lakh admissions. With offerings for more than 35,000 colleges and universities, CollegeDekho also assists over 1500 colleges with student recruitment. The company has raised over $53Mn from investors like Winter Capital, ETS Strategic Capital, Calega, Man Capital, Disrupt ADQ, and QIC.

Role Description

This is a full-time on-site role for a Full Stack Developer Faculty located in Dehradun. The role involves tasks related to back-end and front-end web development, software development, full-stack development, and working with cascading style sheets (CSS).

Qualifications
 Back-End Web Development and Software Development skills
 Front-End Development and Cascading Style Sheets (CSS) skills
 Full-Stack Development skills
 Experience in developing web applications
 Knowledge of programming languages like JavaScript, Python, Java & MongoDB
 Strong problem-solving abilities
 Bachelor's degree in Computer Science or related field,"
VP IT,Tummy box,Jaipur,"About Tummy Box

Tummy Box is an innovative app-based meal service facility designed specifically for school students. Our mission is to provide fresh, nutritious, and balanced meals that promote healthy eating habits from a young age. With a focus on convenience, parents can easily choose and customize meals for their children through our user-friendly mobile app, ensuring they receive the best nutrition while at school.

Role Overview

We are looking for an experienced Full Stack Developer specializing in Flutter to join our dynamic and growing team. You will be responsible for developing both front-end and back-end solutions for our web and mobile applications, ensuring seamless user experiences and efficient backend processes.

Key Responsibilities

 Flutter Development: Design, develop, and deploy high-quality mobile applications using Flutter.

 Front-End Development: Implement engaging user interfaces for web and mobile platforms using modern technologies (HTML, CSS, JavaScript, React, or similar).

 Back-End Development: Build, maintain, and enhance backend services, APIs, and databases using Node.js, Python, or any other modern backend framework.

 Database Management: Work with SQL and NoSQL databases such as MySQL, PostgreSQL, MongoDB, or Firebase.

 Integration: Integrate third-party APIs and services to enhance functionality.

 Performance Optimization: Ensure applications are optimized for speed, scalability, and usability.

 Testing & Debugging: Write unit and integration tests to ensure application stability and debug issues promptly.

 Collaboration: Work closely with product managers, designers, and other developers to meet business goals and user needs.

 Deployment: Manage deployment on cloud platforms such as AWS, Google Cloud, or Azure.

Skills and Qualifications

 Proven experience as a Full Stack Developer with expertise in Flutter.

 Proficient in front-end technologies like HTML, CSS, JavaScript.

 Strong knowledge of back-end development using frameworks like Node.js, Python, or similar.

 Experience with RESTful APIs and integrating third-party services.

 Familiarity with databases such as MySQL, PostgreSQL, MongoDB, Firebase.

 Understanding of version control systems such as Git.

 Ability to work in Agile/Scrum development environments.

 Experience in cloud deployment (AWS, Google Cloud, Azure).

 Excellent problem-solving skills and attention to detail.

 Strong communication skills and ability to collaborate within a team.

Preferred Qualifications

 Experience with CI/CD pipelines.

 Knowledge of Docker and Kubernetes.

 Familiarity with Firebase for authentication, database, and cloud storage.

 Experience in mobile app performance optimization.

 Familiarity with UI/UX design principles.

Benefits

 Competitive salary and performance-based bonuses.

 Flexible working hours and remote work options.

 Opportunity to work in a fast-paced, innovative environment.

 Access to professional development resources and learning opportunities.

How to Apply

Send your resume, portfolio, and a brief introduction to hidden_email or you can call on hidden_mobile.,"
Lead- Offensive Security,Dotsquares,Jaipur,"Must Have : Industry recognised certifications (e.g. CISSP, OSCP, CRT, CREST, CRTP, OSCP, OSCE, OSWP, OSWE, OSEE)

Responsibilities
 Actively participate in security testing of web and mobile applications.
 Conduct thorough penetration tests on applications, systems, and networks to identify vulnerabilities.
 Support the internal and/or customer development team in the preparation, formalization, implementation and verification of security requirements following a Security by Design principle.
 Develop and execute hands-on DevSecOps programs, including penetration testing, automation, static/dynamic code analysis, threat modeling, and developer training.
 Ability to think like an attacker. Conduct secure design reviews and contribute to threat modeling exercises.
 Preparing reports at both technical and executive level, providing recommendations to an heterogeneous public.
 Plan, lead and execute projects, including team management.
 Stay up-to-date with the latest security trends, vulnerabilities, and industry best practices.
 Engage in continuous learning and research to improve your skills and contribute to the team's knowledge base.

Requirements
 Minimum 5 years of consulting experience in Red Teaming/Pentesting and possesses industry recognised certifications (e.g. CISSP, OSCP, CRT, CREST, CRTP)
 Experienced and well versed in security testing domains. For example, red teaming, web/network/mobile/cloud/thick client vulnerability assessments and penetration testing.
 Proven experience in implementing proactive security solutions and integrating security into the software development lifecycle (SDLC).
 Ability to explain vulnerabilities and weaknesses in OWASP Top 10 and SANS Top 25 to any audience and discuss effective defensive techniques
 Familiarity with programming languages (e.g., Python, Bash, C#, or JavaScript).
 Hands-on experience securing cloud infrastructure and familiarity with containerization technologies (Kubernetes, Docker).,"
Software Development,Xtention,Jaipur,"Company Overview

With our expertise and forward-thinking approach, we drive innovation, accelerate growth, and create opportunities for success. Xtention Crew empowers clients to shape their future through transformative solutions and a visionary approach. We have 2-10 employees and specialize in IT System Custom Software Development.

Job Overview

Mid-Level Software Developer position with 4 to 6 years of experience in Software Development at Xtention Crew, located in Jaipur. Full-Time and Internship employment options available.

Qualifications And Skills
 Solid experience in software development with proficiency in Python
 Strong knowledge of Software Design Patterns and Version Control Systems
 Experience in Database Management and Testing/Debugging
 Familiarity with Data Science, Flask, and Django
 Excellent problem-solving skills and ability to work in a team environment

Roles And Responsibilities
 Develop high-quality software design and architecture
 Identify, prioritize, and execute tasks in the software development life cycle
 Develop tools and applications by producing clean, efficient code
 Automate tasks through appropriate tools and scripting
 Perform code reviews, write automated tests, and debug programs,"
Full Stack -Developer,/ SAADAA,Jaipur,"ABOUT  / SAADAA

We are a direct-to-consumer (D2C) lifestyle brand. Our vision is to advocate the  / SAADAA way of living and make  / BETTER basics for everyone.

#RAHOSAADAA #PEHNOSAADAA

In the top 1% of Shopify stores in India, we have been bootstrapped and profitable with industry-leading benchmarks. We have grown from a 100-square-foot garage to a 100+-person team within 3.5 years.

So, what do we do differently  We focused on making the basics the heroes of our brand. To this day, we only offer 10 carefully curated styles. It might seem unconventional in an industry where variety is often seen as the key to success, but we've not only made it possible; we've made it profitable. Our philosophy is to focus on what is important and let go of the rest.

WHAT ARE WE LOOKING FOR 

Join us at  / SAADAA and be instrumental in driving our customer engagement and retention strategies to new heights.

WEBSITE: www.saadaa.in

WHAT YOU WILL BE RESPONSIBLE FOR 
 Develop and maintain web applications using JavaScript and frameworks such as Angular.js, React.js, and Typescript.
 Implement responsive and user-friendly designs utilizing Bootstrap and CSS.
 Design and manage backend services and APIs with Node.js, PHP, and Python.
 Integrate and manage third-party APIs, ensuring effective version control and seamless development and hosting.
 Collaborate in an Agile environment, applying DevOps practices to optimize development workflows.
 Maintain proficiency with GIT and GitHub for version control and collaboration.

WHO ARE YOU 
 4-5 years of experience as a Full Stack Developer in the apparel or related industry.
 Strong proficiency in front-end technologies such as HTML, CSS, and JavaScript (React, Angular, Vue.js).
 Expertise in back-end development with languages like Node.js, Python, or PHP.
 Experience working with databases such as MySQL, PostgreSQL, or MongoDB.
 Proven experience working with Shopify, including building custom apps and themes.
 Solid understanding of RESTful APIs and third-party integrations.
 Familiarity with version control systems like Git.
 Strong problem-solving skills, with an ability to quickly learn new technologies and adapt to changing business needs.
 Excellent communication and teamwork abilities.

Preferred Qualifications:
 Experience with AWS, Docker, or other cloud services.
 Understanding of SEO best practices and web performance optimization.
 Prior experience in the apparel or e-commerce industry is a plus.

WHY BE A PART OF  / SAADAA 
 Do you feel out of place in a world full of unnecessary complexities 
 Do you find joy in little things 
 Are you an avid reader with a curiosity for understanding how things work and how we got here 
 Do you believe life is simple and people around you are focusing on the wrong things 
 Are you excited by the idea of learning new things or solving problems with the simplest solutions 

If the answer to all the above questions is yes, you are in the right place.

The world is full of unnecessary complexities, & we, as humans, do not understand the burden of unconscious consumption.

We at  / SAADAA believe simplicity with better basics is the way to live a fulfilling life.

WHAT DO WE OFFER 
 A team of empathetic problem-solvers
 The Right Compensation
 Growth path to becoming a leader
 An opportunity to drive meaning with products
 A culture of continuous learning
 Freedom: freedom to explore, fail, and learn,"
